violation_id,timestamp,location,violation_type,vehicle_type,severity
V04107,2025-08-16 23:18:39.677991,"40.7128,-74.0060",Red Light,Truck,4
V04108,2025-08-15 05:09:39.677991,"34.0522,-118.2437",Illegal Parking,Motorcycle,2
V04109,malformed,INT003,Unknown,Car,5
V04110,2025-09-07 08:04:39.677991,"40.7128,-74.0060",Illegal Turn,Bus,3
V04111,2025-10-06 13:47:39.677991,"40.7128,-74.0060",Illegal Turn,Truck,4
V04112,2025-10-14 11:07:39.679996,"40.7128,-74.0060",Illegal Turn,Car,4
V04113,2025-09-23 20:11:39.679996,INT003,Unknown,,1
V04114,2025-08-14 05:29:39.679996,INT001,Illegal Parking,Truck,1
V04115,2025-10-13 08:12:39.679996,"48.8566,2.3522",Red Light,Motorcycle,1
V04116,2025-09-11 20:37:39.679996,INT004,Unknown,Bus,4
V04117,2025-08-10 06:27:39.679996,INT003,Unknown,Car,2
V04118,2025-09-25 01:02:39.679996,INT001,Red Light,,2
V04119,2025-10-11 00:46:39.679996,"51.5074,-0.1278",Illegal Turn,,3
V04120,2025-08-27 20:00:39.679996,INT003,Illegal Parking,,5
V04121,2025-10-05 16:19:39.679996,"40.7128,-74.0060",Illegal Parking,Motorcycle,4
V04122,2025-08-19 08:29:39.679996,"34.0522,-118.2437",Illegal Turn,Bus,3
V04123,2025-08-26 01:33:39.679996,INT003,Unknown,,4
V04124,2025-10-18 09:27:39.679996,INT004,Illegal Turn,Car,3
V04125,2025-09-01 22:30:39.679996,INT003,Speeding,Motorcycle,3
V04126,2025-09-12 06:38:39.679996,INT005,Speeding,,3
V04127,2025-08-15 16:01:39.679996,"48.8566,2.3522",Speeding,Motorcycle,4
V04128,2025-09-27 05:05:39.679996,INT003,Red Light,Bus,5
V04129,2025-09-07 23:36:39.679996,"48.8566,2.3522",Speeding,,4
V04130,2025-09-06 21:52:39.679996,"34.0522,-118.2437",Red Light,,4
V04131,2025-08-08 15:27:39.679996,"48.8566,2.3522",Speeding,Bus,3
V04132,2025-08-06 16:33:39.679996,"34.0522,-118.2437",Speeding,Bus,4
V04133,2025-10-07 06:56:39.679996,"51.5074,-0.1278",Red Light,Motorcycle,3
V04134,2025-07-31 11:47:39.679996,"51.5074,-0.1278",Speeding,,5
V04135,2025-09-17 13:38:39.679996,INT005,Unknown,Motorcycle,5
V04136,2025-09-19 09:10:39.679996,INT003,Red Light,,5
V04137,2025-10-19 08:59:39.679996,"48.8566,2.3522",Red Light,Truck,4
V04138,2025-10-17 07:42:39.679996,"48.8566,2.3522",Illegal Parking,Motorcycle,4
V04139,2025-10-15 02:46:39.679996,"51.5074,-0.1278",Red Light,,5
V04140,2025-09-16 06:48:39.679996,"51.5074,-0.1278",Illegal Parking,Bus,1
V04141,2025-07-31 08:03:39.679996,INT005,Red Light,Motorcycle,3
V04142,2025-09-18 12:06:39.679996,"40.7128,-74.0060",Illegal Parking,Car,5
V04143,2025-09-16 12:59:39.679996,INT005,Speeding,Bus,3
V04144,2025-09-04 02:19:39.679996,INT001,Illegal Parking,,1
V04145,2025-09-26 06:54:39.679996,INT005,Red Light,Truck,3
V04146,2025-08-26 23:15:39.679996,INT003,Illegal Parking,,1
V04147,2025-10-01 21:14:39.679996,"51.5074,-0.1278",Red Light,Bus,1
V04148,2025-08-28 08:28:39.679996,INT002,Red Light,,3
V04149,2025-09-28 01:51:39.679996,"51.5074,-0.1278",Unknown,,1
V04150,2025-09-29 04:51:39.679996,"48.8566,2.3522",Unknown,Bus,4
V04151,2025-08-11 06:06:39.679996,"48.8566,2.3522",Illegal Parking,,3
V04152,2025-08-20 00:45:39.679996,"48.8566,2.3522",Red Light,Truck,4
V04153,malformed,"34.0522,-118.2437",Red Light,Truck,1
V04154,2025-10-07 12:13:39.679996,"48.8566,2.3522",Illegal Parking,,3
V04155,2025-10-12 04:56:39.679996,"40.7128,-74.0060",Unknown,,2
V04156,2025-10-18 15:21:39.679996,"34.0522,-118.2437",Illegal Turn,,5
V04157,2025-08-31 14:58:39.679996,"40.7128,-74.0060",Red Light,Truck,3
V04158,2025-10-18 17:04:39.679996,"48.8566,2.3522",Speeding,Bus,5
V04159,2025-09-23 01:44:39.679996,INT003,Red Light,Motorcycle,2
V04160,2025-07-30 20:01:39.679996,"34.0522,-118.2437",Unknown,Car,5
V04161,2025-09-02 15:15:39.679996,INT003,Speeding,Truck,1
V04162,2025-08-11 08:55:39.679996,INT001,Illegal Turn,,4
V04163,2025-08-10 00:37:39.679996,"48.8566,2.3522",Illegal Parking,Truck,2
V04164,2025-10-15 14:38:39.679996,"51.5074,-0.1278",Illegal Parking,Car,2
V04165,2025-09-30 10:53:39.679996,"34.0522,-118.2437",Red Light,Car,4
V04166,2025-10-23 01:44:39.679996,"40.7128,-74.0060",Illegal Turn,Bus,5
V04167,2025-09-27 18:09:39.679996,INT005,Unknown,,1
V04168,malformed,"51.5074,-0.1278",Unknown,,3
V04169,2025-09-30 06:38:39.679996,"48.8566,2.3522",Illegal Parking,Bus,4
V04170,2025-08-10 00:58:39.679996,"40.7128,-74.0060",Illegal Turn,Truck,4
V04171,2025-09-13 05:43:39.679996,"40.7128,-74.0060",Illegal Parking,Truck,4
V04172,2025-10-21 11:30:39.679996,INT002,Red Light,Motorcycle,1
V04173,2025-08-27 11:12:39.679996,INT002,Unknown,Truck,2
V04174,2025-10-02 17:41:39.679996,INT004,Illegal Turn,Bus,1
V04175,2025-10-16 13:01:39.679996,INT002,Speeding,Motorcycle,3
V04176,2025-09-12 16:45:39.679996,INT003,Red Light,Motorcycle,4
V04177,2025-09-27 22:33:39.679996,"51.5074,-0.1278",Illegal Parking,Bus,3
V04178,2025-08-05 09:31:39.679996,INT004,Unknown,,2
V04179,2025-09-08 07:11:39.679996,"51.5074,-0.1278",Illegal Turn,,5
V04180,2025-08-28 07:14:39.679996,"51.5074,-0.1278",Speeding,Car,5
V04181,2025-08-26 19:03:39.679996,INT005,Speeding,Car,3
V04182,2025-10-26 16:27:39.679996,INT004,Illegal Turn,,5
V04183,2025-09-08 15:43:39.679996,INT003,Unknown,Car,3
V04184,2025-08-31 17:18:39.679996,"40.7128,-74.0060",Illegal Parking,Bus,3
V04185,2025-09-16 19:14:39.679996,INT003,Red Light,Motorcycle,1
V04186,2025-09-17 02:28:39.679996,"34.0522,-118.2437",Illegal Turn,Truck,3
V04187,2025-09-01 09:48:39.679996,INT002,Illegal Turn,Car,5
V04188,2025-08-25 00:41:39.679996,INT005,Illegal Turn,,1
V04189,2025-10-03 18:57:39.679996,INT002,Red Light,Truck,1
V04190,malformed,"34.0522,-118.2437",Unknown,Truck,5
V04191,2025-09-23 13:30:39.679996,INT001,Unknown,,2
V04192,2025-10-17 21:43:39.679996,"40.7128,-74.0060",Speeding,,5
V04193,2025-10-25 04:49:39.679996,INT002,Red Light,Motorcycle,5
V04194,2025-09-06 10:31:39.679996,INT002,Unknown,Car,1
V04195,2025-08-12 12:31:39.679996,INT001,Red Light,Car,2
V04196,2025-08-09 05:44:39.679996,INT005,Illegal Turn,Motorcycle,2
V04197,2025-10-09 11:55:39.679996,"34.0522,-118.2437",Illegal Parking,Truck,3
V04198,2025-09-12 02:48:39.679996,INT001,Unknown,Car,1
V04199,2025-10-05 02:32:39.679996,INT002,Unknown,Bus,1
V04200,2025-08-30 20:19:39.679996,"34.0522,-118.2437",Illegal Turn,Car,1
V04201,2025-08-20 04:27:39.679996,"40.7128,-74.0060",Speeding,Motorcycle,2
V04202,2025-08-31 01:50:39.679996,"34.0522,-118.2437",Unknown,Motorcycle,3
V04203,2025-10-10 17:34:39.679996,INT002,Speeding,Car,1
V04204,2025-09-28 19:39:39.679996,"51.5074,-0.1278",Illegal Parking,Truck,5
V04205,2025-08-03 20:07:39.679996,INT004,Illegal Parking,Truck,3
V04206,2025-08-01 01:54:39.679996,"51.5074,-0.1278",Illegal Turn,,4
V04207,2025-10-22 08:07:39.679996,INT005,Speeding,Truck,3
V04208,2025-09-10 21:11:39.679996,INT005,Speeding,,1
V04209,malformed,"48.8566,2.3522",Illegal Parking,Bus,4
V04210,2025-09-15 01:33:39.679996,"48.8566,2.3522",Unknown,,1
V04211,2025-07-30 19:44:39.679996,"34.0522,-118.2437",Unknown,Car,2
V04212,2025-09-06 14:00:39.679996,INT002,Red Light,Car,1
V04213,2025-10-25 10:17:39.679996,"48.8566,2.3522",Unknown,Car,1
V04214,2025-09-08 05:45:39.679996,INT005,Illegal Parking,Car,1
V04215,2025-09-25 01:59:39.679996,INT003,Illegal Turn,,1
V04216,2025-09-08 07:06:39.679996,INT003,Illegal Turn,Truck,4
V04217,2025-10-23 19:01:39.679996,INT004,Illegal Turn,Car,5
V04218,2025-09-16 20:52:39.679996,INT005,Red Light,Bus,2
V04219,2025-10-09 14:24:39.679996,"40.7128,-74.0060",Unknown,Motorcycle,4
V04220,2025-08-12 09:17:39.679996,INT003,Illegal Parking,Motorcycle,5
V04221,2025-10-11 08:17:39.679996,"51.5074,-0.1278",Illegal Parking,Car,4
V04222,2025-08-05 03:30:39.679996,"48.8566,2.3522",Illegal Turn,Motorcycle,4
V04223,2025-10-26 20:58:39.679996,"34.0522,-118.2437",Illegal Turn,Car,1
V04224,2025-09-29 17:58:39.679996,"34.0522,-118.2437",Red Light,Motorcycle,2
V04225,2025-08-29 23:31:39.679996,"34.0522,-118.2437",Speeding,Bus,2
V04226,2025-09-19 22:14:39.679996,"34.0522,-118.2437",Illegal Parking,,2
V04227,2025-08-01 15:48:39.679996,INT005,Illegal Turn,Car,2
V04228,2025-08-13 08:16:39.679996,"34.0522,-118.2437",Red Light,Car,3
V04229,2025-08-31 14:04:39.679996,"34.0522,-118.2437",Illegal Parking,Truck,2
V04230,2025-09-20 18:08:39.679996,"51.5074,-0.1278",Red Light,Motorcycle,5
V04231,2025-08-24 21:24:39.679996,INT003,Illegal Turn,Truck,3
V04232,2025-08-22 02:43:39.679996,INT001,Speeding,,2
V04233,2025-10-17 00:21:39.679996,"48.8566,2.3522",Unknown,,2
V04234,2025-08-03 06:33:39.679996,INT001,Illegal Turn,Bus,4
V04235,2025-08-04 02:44:39.679996,INT003,Speeding,Truck,1
V04236,2025-10-10 16:26:39.679996,"34.0522,-118.2437",Speeding,Car,4
V04237,2025-08-10 11:02:39.679996,"51.5074,-0.1278",Speeding,Car,3
V04238,2025-09-24 20:03:39.679996,INT005,Speeding,,1
V04239,2025-10-02 16:40:39.679996,INT005,Illegal Parking,Motorcycle,2
V04240,malformed,"34.0522,-118.2437",Unknown,Truck,4
V04241,2025-10-21 23:38:39.679996,"51.5074,-0.1278",Speeding,Truck,3
V04242,2025-10-20 14:56:39.679996,INT002,Illegal Parking,Truck,1
V04243,2025-10-25 17:55:39.679996,"48.8566,2.3522",Illegal Parking,Truck,1
V04244,2025-09-07 08:43:39.679996,INT003,Red Light,Truck,3
V04245,2025-08-16 13:41:39.679996,INT001,Unknown,Truck,1
V04246,2025-08-30 11:42:39.679996,"48.8566,2.3522",Speeding,Bus,1
V04247,2025-08-07 01:27:39.679996,INT003,Speeding,Motorcycle,4
V04248,2025-10-25 06:38:39.679996,INT001,Speeding,Car,3
V04249,2025-08-22 18:17:39.679996,INT005,Unknown,Car,5
V04250,2025-09-22 13:42:39.679996,INT003,Speeding,Motorcycle,4
V04251,2025-09-15 07:15:39.679996,INT004,Red Light,Truck,2
V04252,2025-07-29 00:27:39.679996,INT002,Illegal Turn,Truck,3
V04253,2025-08-18 18:44:39.679996,INT001,Illegal Turn,Truck,3
V04254,2025-09-08 12:01:39.679996,INT003,Unknown,Car,4
V04255,2025-08-04 07:59:39.679996,"51.5074,-0.1278",Illegal Parking,Truck,5
V04256,2025-09-21 18:44:39.679996,INT005,Illegal Parking,Truck,3
V04257,2025-08-17 20:45:39.679996,INT002,Unknown,Bus,2
V04258,2025-10-09 16:17:39.679996,"40.7128,-74.0060",Illegal Turn,Bus,1
V04259,2025-10-09 09:19:39.679996,"40.7128,-74.0060",Red Light,Bus,4
V04260,2025-10-04 20:44:39.679996,INT002,Speeding,Motorcycle,1
V04261,2025-10-20 12:43:39.679996,"34.0522,-118.2437",Unknown,Motorcycle,5
V04262,2025-08-15 19:41:39.679996,"48.8566,2.3522",Speeding,Car,3
V04263,2025-10-15 08:14:39.679996,INT003,Unknown,Motorcycle,5
V04264,2025-08-16 09:20:39.679996,"51.5074,-0.1278",Red Light,,3
V04265,2025-09-03 04:50:39.679996,INT005,Red Light,Motorcycle,5
V04266,2025-08-17 01:00:39.679996,"48.8566,2.3522",Illegal Parking,,4
V04267,2025-08-30 10:16:39.679996,INT005,Illegal Parking,,1
V04268,2025-10-05 08:10:39.679996,"34.0522,-118.2437",Unknown,Truck,1
V04269,2025-09-28 20:22:39.679996,INT003,Red Light,Motorcycle,1
V04270,2025-09-30 23:44:39.679996,INT004,Red Light,Car,2
V04271,2025-08-30 14:18:39.679996,INT001,Illegal Parking,Truck,2
V04272,2025-09-17 10:03:39.679996,"34.0522,-118.2437",Red Light,Car,5
V04273,2025-10-23 17:18:39.679996,INT005,Red Light,Bus,5
V04274,2025-09-17 04:22:39.679996,INT004,Illegal Parking,Bus,5
V04275,2025-09-12 10:43:39.679996,INT005,Illegal Parking,Truck,3
V04276,2025-07-28 14:22:39.679996,"48.8566,2.3522",Illegal Turn,Motorcycle,2
V04277,2025-09-09 20:48:39.679996,"34.0522,-118.2437",Speeding,Truck,1
V04278,2025-08-15 15:23:39.679996,INT005,Illegal Parking,Motorcycle,4
V04279,2025-08-02 10:27:39.679996,"40.7128,-74.0060",Illegal Turn,Car,1
V04280,2025-10-09 10:58:39.679996,INT005,Unknown,,4
V04281,2025-09-16 11:49:39.679996,INT003,Speeding,Truck,1
V04282,malformed,"40.7128,-74.0060",Speeding,Motorcycle,1
V04283,2025-08-15 10:10:39.679996,"34.0522,-118.2437",Illegal Turn,Bus,2
V04284,2025-09-03 18:59:39.679996,INT004,Unknown,Car,5
V04285,2025-08-16 04:36:39.679996,INT005,Illegal Parking,Truck,5
V04286,2025-09-07 05:41:39.679996,INT005,Unknown,Bus,2
V04287,2025-10-01 14:16:39.679996,"48.8566,2.3522",Red Light,Car,1
V04288,2025-09-17 14:28:39.679996,"40.7128,-74.0060",Illegal Parking,Car,3
V04289,2025-08-28 22:01:39.679996,INT005,Red Light,Car,3
V04290,2025-08-29 23:40:39.679996,INT004,Unknown,Car,4
V04291,2025-10-16 09:01:39.679996,INT004,Illegal Turn,,3
V04292,2025-08-29 04:45:39.679996,INT001,Red Light,Truck,1
V04293,2025-09-29 19:06:39.679996,INT002,Unknown,Bus,1
V04294,2025-09-17 19:31:39.679996,INT004,Unknown,Motorcycle,3
V04295,2025-10-16 08:23:39.679996,INT001,Illegal Turn,Motorcycle,4
V04296,2025-09-12 23:51:39.679996,"40.7128,-74.0060",Speeding,,4
V04297,2025-10-26 06:06:39.679996,"34.0522,-118.2437",Unknown,Motorcycle,2
V04298,2025-10-19 13:21:39.679996,INT003,Illegal Parking,Truck,2
V04299,2025-10-23 16:09:39.679996,"51.5074,-0.1278",Speeding,,5
V04300,2025-09-06 21:21:39.679996,"34.0522,-118.2437",Illegal Parking,Truck,3
V04301,2025-10-02 07:53:39.679996,INT005,Speeding,Bus,1
V04302,2025-09-27 07:54:39.679996,INT002,Unknown,Motorcycle,1
V04303,2025-08-30 07:29:39.679996,"34.0522,-118.2437",Illegal Turn,Car,1
V04304,2025-09-06 10:07:39.679996,INT003,Speeding,Car,5
V04305,2025-10-25 13:29:39.679996,"48.8566,2.3522",Illegal Turn,Motorcycle,2
V04306,2025-09-18 20:59:39.679996,"34.0522,-118.2437",Illegal Parking,Truck,1
V04307,2025-10-11 17:09:39.679996,"51.5074,-0.1278",Red Light,Car,4
V04308,2025-09-20 18:30:39.679996,INT001,Red Light,Bus,4
V04309,malformed,INT004,Red Light,Bus,5
V04310,2025-09-22 14:09:39.679996,INT005,Red Light,Car,1
V04311,2025-08-29 21:59:39.679996,"48.8566,2.3522",Unknown,Truck,5
V04312,2025-08-03 18:58:39.679996,INT003,Unknown,Bus,3
V04313,2025-09-14 06:46:39.679996,"48.8566,2.3522",Speeding,Motorcycle,1
V04314,2025-10-10 15:07:39.679996,"48.8566,2.3522",Illegal Turn,Motorcycle,2
V04315,2025-08-15 02:31:39.679996,INT004,Red Light,,1
V04316,2025-09-13 09:45:39.679996,"51.5074,-0.1278",Illegal Parking,Car,3
V04317,2025-08-22 14:40:39.679996,INT004,Speeding,Car,5
V04318,2025-08-22 02:02:39.679996,INT003,Red Light,Car,1
V04319,2025-08-07 00:14:39.679996,INT001,Speeding,Motorcycle,2
V04320,2025-08-04 01:34:39.679996,"48.8566,2.3522",Illegal Turn,Bus,1
V04321,2025-08-05 01:45:39.679996,"40.7128,-74.0060",Speeding,,5
V04322,2025-08-31 15:59:39.679996,INT001,Unknown,Truck,2
V04323,2025-09-21 12:41:39.679996,INT005,Illegal Parking,Car,4
V04324,2025-10-24 01:27:39.679996,"40.7128,-74.0060",Red Light,Bus,5
V04325,2025-10-14 12:35:39.679996,"48.8566,2.3522",Illegal Turn,Motorcycle,2
V04326,2025-10-12 23:05:39.679996,INT004,Illegal Parking,Motorcycle,4
V04327,2025-10-26 02:46:39.679996,INT002,Illegal Turn,Bus,2
V04328,2025-10-10 02:00:39.679996,INT003,Illegal Turn,Bus,1
V04329,2025-09-26 11:57:39.679996,INT004,Illegal Parking,Bus,5
V04330,2025-08-22 05:40:39.679996,"40.7128,-74.0060",Illegal Parking,Motorcycle,3
V04331,2025-09-04 10:58:39.679996,INT003,Speeding,Car,3
V04332,2025-09-12 19:57:39.679996,INT001,Unknown,,2
V04333,2025-08-15 19:24:39.679996,"40.7128,-74.0060",Illegal Parking,Bus,4
V04334,2025-10-26 16:11:39.679996,"34.0522,-118.2437",Unknown,,1
V04335,2025-09-09 07:41:39.679996,INT001,Red Light,Bus,2
V04336,2025-08-13 20:22:39.679996,INT001,Illegal Parking,Motorcycle,5
V04337,2025-09-23 18:07:39.679996,INT002,Illegal Parking,,1
V04338,2025-09-26 02:38:39.679996,"40.7128,-74.0060",Red Light,,4
V04339,2025-09-26 13:56:39.679996,INT005,Speeding,Bus,1
V04340,2025-10-07 08:04:39.679996,INT005,Unknown,Bus,2
V04341,2025-08-13 18:56:39.679996,INT003,Illegal Parking,Car,2
V04342,2025-08-01 13:44:39.679996,"34.0522,-118.2437",Speeding,Motorcycle,2
V04343,2025-08-23 03:22:39.679996,INT002,Red Light,Car,5
V04344,2025-09-19 20:40:39.679996,"40.7128,-74.0060",Unknown,Car,5
V04345,2025-08-06 10:30:39.679996,"48.8566,2.3522",Unknown,,3
V04346,2025-08-30 09:46:39.679996,INT002,Illegal Parking,Car,1
V04347,2025-09-26 11:33:39.679996,INT001,Illegal Turn,Truck,5
V04348,2025-08-23 02:16:39.679996,"40.7128,-74.0060",Unknown,Bus,4
V04349,2025-08-23 19:47:39.679996,INT004,Unknown,,5
V04350,2025-10-12 14:01:39.679996,"34.0522,-118.2437",Speeding,,5
V04351,2025-10-16 05:05:39.679996,INT002,Illegal Parking,,2
V04352,2025-10-07 19:17:39.679996,"40.7128,-74.0060",Speeding,Motorcycle,5
V04353,2025-08-22 13:47:39.679996,INT001,Unknown,Truck,5
V04354,2025-08-20 19:28:39.679996,"34.0522,-118.2437",Speeding,,2
V04355,2025-10-27 08:51:39.679996,"34.0522,-118.2437",Illegal Parking,Bus,3
V04356,2025-08-28 09:13:39.679996,"48.8566,2.3522",Unknown,Motorcycle,1
V04357,2025-09-20 14:15:39.679996,"34.0522,-118.2437",Speeding,Motorcycle,5
V04358,2025-08-15 02:15:39.679996,"34.0522,-118.2437",Speeding,Bus,5
V04359,2025-08-29 14:36:39.679996,INT002,Unknown,Bus,1
V04360,2025-09-12 08:49:39.679996,"34.0522,-118.2437",Illegal Turn,Truck,4
V04361,2025-10-17 09:03:39.679996,"40.7128,-74.0060",Unknown,Car,2
V04362,2025-08-27 02:27:39.679996,INT002,Unknown,Car,2
V04363,2025-09-03 17:05:39.679996,INT003,Red Light,Motorcycle,2
V04364,2025-08-18 11:05:39.679996,INT004,Red Light,Motorcycle,3
V04365,2025-09-19 22:31:39.679996,"40.7128,-74.0060",Speeding,Truck,2
V04366,2025-08-20 09:50:39.679996,INT004,Red Light,Motorcycle,1
V04367,2025-09-10 16:18:39.679996,"40.7128,-74.0060",Red Light,Motorcycle,5
V04368,2025-09-26 15:55:39.679996,"51.5074,-0.1278",Illegal Parking,,5
V04369,2025-08-18 17:02:39.679996,INT005,Illegal Turn,Car,4
V04370,2025-10-22 14:37:39.679996,"48.8566,2.3522",Illegal Turn,Bus,1
V04371,2025-10-19 19:35:39.679996,"34.0522,-118.2437",Speeding,Bus,1
V04372,2025-08-28 04:51:39.679996,INT001,Illegal Parking,Bus,1
V04373,2025-09-05 21:09:39.679996,INT004,Illegal Turn,Truck,1
V04374,2025-08-08 06:23:39.679996,INT004,Illegal Turn,Motorcycle,2
V04375,2025-09-24 00:57:39.679996,INT002,Unknown,Bus,1
V04376,2025-09-25 13:54:39.679996,INT002,Illegal Turn,Bus,1
V04377,2025-08-07 21:38:39.679996,"40.7128,-74.0060",Red Light,Truck,1
V04378,2025-08-11 03:35:39.679996,"51.5074,-0.1278",Red Light,,2
V04379,2025-08-12 16:37:39.679996,"51.5074,-0.1278",Red Light,Bus,5
V04380,2025-08-12 07:02:39.679996,INT002,Illegal Parking,Bus,5
V04381,2025-08-04 19:25:39.679996,INT004,Red Light,,4
V04382,2025-09-04 15:12:39.679996,INT001,Speeding,Motorcycle,5
V04383,2025-07-30 17:28:39.679996,INT001,Red Light,Truck,4
V04384,2025-08-21 08:22:39.679996,"51.5074,-0.1278",Speeding,Motorcycle,1
V04385,2025-10-02 18:10:39.679996,INT002,Illegal Turn,,1
V04386,2025-08-19 02:08:39.679996,"34.0522,-118.2437",Illegal Turn,Car,2
V04387,2025-10-24 05:33:39.679996,"48.8566,2.3522",Speeding,Bus,3
V04388,2025-09-24 07:41:39.679996,INT001,Unknown,Car,4
V04389,2025-08-02 15:38:39.679996,INT004,Illegal Turn,Bus,1
V04390,2025-09-07 06:04:39.679996,INT001,Illegal Parking,Truck,5
V04391,2025-10-13 16:39:39.679996,"51.5074,-0.1278",Red Light,Bus,3
V04392,2025-09-18 15:22:39.679996,"40.7128,-74.0060",Illegal Parking,Motorcycle,2
V04393,2025-07-31 19:04:39.679996,"40.7128,-74.0060",Unknown,Car,4
V04394,2025-08-04 03:41:39.679996,INT005,Illegal Parking,Truck,2
V04395,2025-09-14 09:02:39.679996,INT005,Red Light,Motorcycle,3
V04396,2025-08-01 21:53:39.679996,INT004,Red Light,,5
V04397,2025-09-17 21:26:39.679996,"51.5074,-0.1278",Speeding,Motorcycle,1
V04398,2025-08-20 19:08:39.679996,"34.0522,-118.2437",Unknown,Bus,5
V04399,2025-09-20 18:23:39.679996,INT001,Illegal Parking,Truck,4
V04400,2025-07-31 07:50:39.679996,INT004,Illegal Parking,Motorcycle,1
V04401,2025-08-29 08:18:39.679996,INT004,Speeding,Bus,4
V04402,2025-09-13 00:01:39.679996,INT003,Illegal Parking,,5
V04403,malformed,INT002,Unknown,,1
V04404,2025-09-03 15:37:39.679996,"34.0522,-118.2437",Unknown,Bus,1
V04405,2025-08-18 20:06:39.679996,INT004,Illegal Parking,Motorcycle,2
V04406,2025-08-06 13:34:39.679996,"48.8566,2.3522",Illegal Parking,Motorcycle,4
V04407,2025-10-16 19:43:39.679996,"40.7128,-74.0060",Speeding,Motorcycle,4
V04408,2025-10-22 22:39:39.679996,"51.5074,-0.1278",Illegal Parking,,3
V04409,malformed,"48.8566,2.3522",Illegal Parking,,3
V04410,2025-09-10 06:12:39.679996,INT005,Illegal Turn,,4
V04411,2025-09-11 18:57:39.679996,"34.0522,-118.2437",Illegal Turn,Car,3
V04412,2025-09-01 04:13:39.679996,"48.8566,2.3522",Illegal Parking,Bus,4
V04413,2025-09-10 12:46:39.679996,INT005,Illegal Turn,Motorcycle,1
V04414,2025-10-22 13:36:39.679996,INT001,Unknown,Car,5
V04415,2025-09-08 15:57:39.679996,INT003,Illegal Turn,Car,2
V04416,2025-10-10 21:21:39.679996,INT004,Illegal Turn,Bus,5
V04417,2025-09-17 20:38:39.679996,INT002,Unknown,Truck,1
V04418,malformed,"51.5074,-0.1278",Illegal Turn,Bus,4
V04419,2025-08-12 23:52:39.679996,INT003,Red Light,Car,2
V04420,2025-10-27 00:26:39.679996,INT004,Unknown,Bus,5
V04421,2025-10-19 04:17:39.679996,"40.7128,-74.0060",Illegal Turn,Car,3
V04422,2025-08-11 21:31:39.679996,"51.5074,-0.1278",Unknown,Motorcycle,5
V04423,2025-08-04 04:17:39.679996,INT004,Red Light,Car,2
V04424,2025-07-31 13:19:39.679996,INT002,Unknown,,4
V04425,2025-09-04 02:43:39.679996,INT005,Unknown,Motorcycle,1
V04426,2025-08-12 05:21:39.679996,"40.7128,-74.0060",Red Light,Truck,4
V04427,2025-08-11 23:22:39.679996,"48.8566,2.3522",Illegal Parking,Car,5
V04428,2025-10-02 16:23:39.679996,INT002,Red Light,Truck,5
V04429,2025-08-21 15:41:39.679996,INT003,Red Light,,3
V04430,2025-09-06 19:58:39.679996,"40.7128,-74.0060",Speeding,,2
V04431,2025-09-24 15:17:39.679996,"34.0522,-118.2437",Speeding,Truck,1
V04432,2025-09-09 02:46:39.679996,INT003,Red Light,Bus,2
V04433,2025-09-19 20:08:39.679996,INT005,Speeding,Car,1
V04434,2025-08-26 16:51:39.679996,"34.0522,-118.2437",Unknown,Bus,2
V04435,2025-09-04 19:08:39.679996,"48.8566,2.3522",Illegal Parking,Car,3
V04436,2025-10-25 12:23:39.679996,"34.0522,-118.2437",Unknown,Motorcycle,1
V04437,2025-09-05 07:21:39.679996,INT004,Unknown,Car,1
V04438,2025-08-31 11:48:39.679996,"51.5074,-0.1278",Illegal Turn,,4
V04439,2025-09-16 13:35:39.679996,"51.5074,-0.1278",Illegal Turn,,5
V04440,2025-10-22 13:03:39.679996,"40.7128,-74.0060",Illegal Turn,Bus,4
V04441,2025-08-19 11:44:39.679996,INT002,Unknown,,2
V04442,2025-09-10 02:19:39.679996,"48.8566,2.3522",Unknown,,2
V04443,2025-10-04 07:59:39.679996,"48.8566,2.3522",Speeding,Car,4
V04444,2025-09-26 04:02:39.679996,INT004,Unknown,Motorcycle,2
V04445,2025-09-04 18:40:39.679996,INT005,Illegal Parking,,4
V04446,2025-10-26 20:50:39.679996,INT001,Speeding,Bus,5
V04447,2025-10-11 12:24:39.679996,INT003,Unknown,Car,4
V04448,2025-10-24 11:11:39.679996,"48.8566,2.3522",Illegal Turn,Bus,4
V04449,2025-10-09 07:38:39.679996,INT003,Speeding,Truck,4
V04450,2025-09-08 00:44:39.679996,"34.0522,-118.2437",Speeding,Truck,1
V04451,2025-09-21 17:52:39.679996,"34.0522,-118.2437",Speeding,Bus,3
V04452,2025-10-01 09:39:39.679996,"48.8566,2.3522",Speeding,Truck,1
V04453,2025-08-22 17:28:39.679996,"51.5074,-0.1278",Red Light,Car,2
V04454,2025-09-08 00:55:39.679996,INT001,Unknown,,1
V04455,2025-09-21 11:42:39.679996,"34.0522,-118.2437",Red Light,Bus,1
V04456,2025-09-24 22:49:39.681999,"40.7128,-74.0060",Unknown,Bus,3
V04457,2025-10-20 05:15:39.681999,INT005,Illegal Turn,Motorcycle,1
V04458,2025-09-22 11:09:39.681999,INT005,Speeding,,5
V04459,2025-09-29 20:01:39.681999,INT002,Red Light,Motorcycle,4
V04460,2025-09-02 04:02:39.681999,INT004,Speeding,,4
V04461,2025-08-16 06:38:39.681999,INT001,Illegal Turn,Motorcycle,3
V04462,2025-09-13 04:03:39.681999,"40.7128,-74.0060",Red Light,Car,2
